refund_id,order_id,refund_reason,refund_type,refund_amount,refund_method,refund_status,initiated_at,processed_at
RF0000252,O0005877,restaurant_issue,full,936.0,card,processed,2024-10-25 03:08:53,2024-10-27 03:08:53
RF0000253,O0005898,delay,full,509.0,upi,processed,2025-09-09 22:27:37,2025-09-10 22:27:37
RF0000254,O0005989,user_cancel,partial,618.97,card,processed,2025-11-02 13:35:47,2025-11-03 13:35:47
RF0000255,O0006003,restaurant_issue,partial###,669.2,cash,pending,2024-11-24 19:08:02,2024-11-26 19:08:02
RF0000256,O0006008,user_cancel,partial,813.65,cash,processed,2025-05-09 23:14:57,2025-05-14 23:14:57
RF0000257,O0006019,restaurant_issue,partial,381.49,upi,processed,2024-01-22 10:47:05,2024-01-23 10:47:05
RF0000258,O0006021,delay,partial,902.01,card,processed,2023-09-19 05:39:20,2023-09-23 05:39:20
RF0000259,O0006023,delay,partial,519.47,upi,processed,2023-11-11 06:45:11,2023-11-13 06:45:11
RF0000260,O0006102,user_cancel,partial,1299.91,upi,failed,2025-11-19 15:02:09,2025-11-22 15:02:09
RF0000261,O0006103,user_cancel,partial,356.29,wallet!!!,processed,2025-01-17 08:43:09,2025-01-20 08:43:09
RF0000262,O0006125,user_cancel,full###,839.0,cash,processed,2025-06-05 07:09:13,2025-06-08 07:09:13
RF0000263,O0006129,user_cancel,partial,488.44,upi,processed,2025-10-31 07:53:11,2025-11-04 07:53:11
RF0000264,O0006152,user_cancel,partial,814.05,upi,processed,2024-02-17 07:08:49,2024-02-21 07:08:49
RF0000265,O0006194,delay,partial,895.39,card,processed,2025-09-09 14:09:24,2025-09-13 14:09:24
RF0000266,O0006198,restaurant_issue,partial,310.28,wallet,processed,2023-11-02 02:00:48,2023-11-06 02:00:48
RF0000267,O0006201,delay,partial,598.78,cash!!!,processed,2025-05-20 22:49:44,2025-05-25 22:49:44
RF0000268,O0006203,restaurant_issue,partial###,1687.67,wallet,processed,2025-12-20 20:28:06,2025-12-23 20:28:06
RF0000269,O0006279,restaurant_issue,partial,617.15,,pending,2024-01-28 06:22:42,2024-02-02 06:22:42
RF0000270,O0006288,restaurant_issue,partial,-1.0,cash,processed,2025-02-03 15:50:37,2025-02-06 15:50:37
RF0000271,O0006300,delay,partial,-1.0,upi,processed,2024-12-18 15:15:19,2024-12-20 15:15:19
RF0000272,O0006302,user_cancel,partial,150.22,card,pending,2024-08-14 12:39:08,2024-08-16 12:39:08
RF0000273,O0006330,user_cancel ,partial,399.28,wallet,processed,2025-06-08 03:04:10,2025-06-12 03:04:10
RF0000274,O0006347,restaurant_issue,partial,300.94,card,pending,2024-09-19 17:47:28,2024-09-22 17:47:28
RF0000275,O0006354,restaurant_issue,partial,715.55,card,processed,2025-08-13 01:26:23,2025-08-14 01:26:23
RF0000276,O0006357,delay,full,202.0,wallet,processed,2025-01-22 03:19:00,2025-01-26 03:19:00
RF0000277,O0006358,user_cancel,partial,1243.98,wallet,processed,2023-06-14 14:04:20,2023-06-17 14:04:20
RF0000278,O0006366,user_cancel,partial,1287.94,card,processed,2025-09-11 00:40:25,2025-09-15 00:40:25
RF0000279,O0006372,restaurant_issue,partial,81.72,cash,processed,2025-07-13 23:20:49,2025-07-15 23:20:49
RF0000280,O0006429,restaurant_issue,full,1544.0,cash,processed,2024-05-16 14:40:07,2024-05-19 14:40:07
RF0000281,O0006446,user_cancel,partial,1588.92,upi,processed,2023-07-12 07:16:33,2023-07-13 07:16:33
RF0000282,O0006470,delay,partial,821.16,cash,processed,2023-06-05 17:16:42,2023-06-08 17:16:42
RF0000283,O0006508,restaurant_issue,partial,231.03,wallet,processed,2025-12-10 23:58:35,2025-12-13 23:58:35
RF0000284,O0006514,delay,partial,409.65,wallet,processed,2025-09-16 19:15:40,2025-09-20 19:15:40
RF0000285,O0006581,restaurant_issue,partial,507.98,upi,processed,2025-06-21 01:27:14,2025-06-26 01:27:14
RF0000286,O0006590,restaurant_issue,partial,565.04,wallet,processed!!!,2024-07-11 22:41:05,2024-07-13 22:41:05
RF0000287,O0006614,user_cancel,partial,578.3,upi,processed,,2024-01-09 14:29:52
RF0000288,O0006642,delay,partial,230.05,cash,processed,2024-05-27 20:28:19,2024-06-01 20:28:19
RF0000289,O0006675,delay,partial,148.78,upi,processed,2025-05-02 20:40:47,2025-05-04 20:40:47
RF0000290,O0006695,delay,partial,172.6,cash,processed,2024-06-24 01:42:09,2024-06-26 01:42:09
RF0000291,O0006706,delay,partial,998.57,wallet,pending,,2024-01-16 19:21:46
RF0000292,O0006747,delay,partial,418.13,upi,processed,2024-09-10 12:49:30,2024-09-15 12:49:30
RF0000293,O0006755,delay,partial,603.13,wallet,processed,2024-08-20 12:24:50,2024-08-22 12:24:50
RF0000294,O0006777,user_cancel,partial,992.68,cash,processed,2023-04-02 02:23:31,2023-04-05 02:23:31
RF0000295,O0006793,user_cancel,partial,135.41,upi,processed,2025-02-22 19:55:03,2025-02-25 19:55:03
RF0000296,O0006820,restaurant_issue,full,858.0,wallet,processed,2024-03-23 03:41:58,2024-03-24 03:41:58
RF0000297,O0006828,restaurant_issue,partial,332.94,cash,processed,2025-02-21 14:51:20,2025-02-24 14:51:20
RF0000298,O0006858,restaurant_issue,partial,167.27,cash,processed,2024-06-27 05:32:25,2024-07-02 05:32:25
RF0000299,O0006861,delay,partial,715.5,cash,failed,2024-08-09 04:05:35,2024-08-14 04:05:35
RF0000300,O0006884,delay,full,406.0,card,processed,2025-06-04 21:14:00,2025-06-06 21:14:00
RF0000301,O0006943,user_cancel,partial,466.48,card,processed,2025-07-28 21:54:58,2025-07-30 21:54:58
RF0000302,O0006969,restaurant_issue,full,419.0,cash,processed,,2025-07-16 07:20:10
RF0000303,O0006972,restaurant_issue,partial,995.03,cash,processed,2024-01-05 02:18:55,2024-01-07 02:18:55
RF0000304,O0006995,delay,partial,1554.21,wallet,processed,2024-12-11 02:31:23,2024-12-15 02:31:23
RF0000305,O0006998,restaurant_issue,partial,1090.27,card,processed,2024-11-27 09:15:13,2024-12-02 09:15:13
RF0000306,O0007019,user_cancel,partial,179.64,wallet,processed,2024-01-06 06:50:38,2024-01-10 06:50:38
RF0000307,O0007020,delay,partial,223.65,wallet,processed,2024-08-20 03:17:03,2024-08-24 03:17:03
RF0000308,O0007027,user_cancel,full,182.0,upi,processed,2025-05-11 16:59:49,2025-05-12 16:59:49
RF0000309,O0007085,delay,partial,488.2,upi,processed,2024-06-02 06:03:24,2024-06-03 06:03:24
RF0000310,O0007088,restaurant_issue,partial,934.13,cash,processed,2025-12-22 21:07:35,2025-12-23 21:07:35
RF0000311,O0007108,delay,full,1029.0,cash,processed,2025-06-13 00:16:49,2025-06-16 00:16:49
RF0000312,O0007114,restaurant_issue,partial,972.56,card,pending,2024-05-18 22:24:51,2024-05-23 22:24:51
RF0000313,O0007130,user_cancel,partial,49.36,card,processed,2024-04-24 21:42:45,2024-04-27 21:42:45
RF0000314,O0007167,restaurant_issue,full,1046.0,upi,processed,2024-01-14 12:50:46,2024-01-18 12:50:46
RF0000315,O0007204,restaurant_issue,partial,211.64,card,processed,2025-08-21 10:23:35,2025-08-22 10:23:35
RF0000316,O0007206,user_cancel,full,297.0,upi,processed,2024-05-26 18:50:59,2024-05-28 18:50:59
RF0000317,O0007214,delay,full,1456.0,cash!!!,processed,2023-12-27 18:59:18,2024-01-01 18:59:18
RF0000318,O0007229,delay,partial,190.8,wallet,processed,2025-05-04 01:43:26,2025-05-05 01:43:26
RF0000319,O0007263,delay,partial,667.35,card,processed,,2024-02-26 04:00:03
RF0000320,O0007287,restaurant_issue,full,1558.0,cash,pending,2025-06-16 09:43:38,2025-06-19 09:43:38
RF0000321,O0007311,user_cancel,partial,376.22,upi,processed,2023-07-17 08:41:45,2023-07-22 08:41:45
RF0000322,O0007315,restaurant_issue,partial,609.49,cash,processed,2023-04-11 13:02:57,2023-04-12 13:02:57
RF0000323,O0007324,delay,partial,260.0,cash,processed,2025-07-07 19:47:44,2025-07-11 19:47:44
RF0000324,O0007338,restaurant_issue,full,1640.0,upi,processed,2024-08-19 08:28:54,2024-08-21 08:28:54
RF0000325,O0007344,delay,full,539.0,wallet,pending,2025-04-29 16:08:21,2025-05-02 16:08:21
RF0000326,O0007350,restaurant_issue,partial,1109.74,cash!!!,processed,2025-01-14 12:00:42,2025-01-19 12:00:42
RF0000327,O0007355,delay,partial,693.32,upi,processed,2025-05-26 19:29:24,2025-05-28 19:29:24
RF0000328,O0007377,user_cancel,full,1485.0,cash,processed,2025-02-16 06:38:01,2025-02-19 06:38:01
RF0000329,O0007385,user_cancel,full,1519.0,cash,processed,2025-09-19 18:04:55,2025-09-23 18:04:55
RF0000330,O0007394,delay,full,849.0,wallet,processed,2023-04-25 12:53:30,2023-04-28 12:53:30
RF0000331,O0007409,delay,full,202.0,wallet,processed,2024-12-11 17:22:28,2024-12-14 17:22:28
RF0000332,O0007410,user_cancel,partial,740.62,upi,processed,2023-04-17 22:15:03,2023-04-19 22:15:03
RF0000333,O0007460,delay,partial,306.81,wallet,processed,2025-08-31 09:21:41,2025-09-05 09:21:41
RF0000334,O0007483,user_cancel,partial,389.17,cash,pending,2024-02-25 06:26:09,2024-02-29 06:26:09
RF0000335,O0007551,user_cancel,full,1172.0,wallet,processed,2023-02-12 00:49:42,2023-02-16 00:49:42
RF0000336,O0007576,user_cancel,partial,823.96,card,processed,2023-06-17 10:14:13,2023-06-18 10:14:13
RF0000337,O0007602,user_cancel,partial,89.13,cash,processed,2025-09-25 12:45:53,2025-09-29 12:45:53
RF0000338,O0007618,restaurant_issue,full,-1.0,cash,processed,2025-12-30 18:58:05,2026-01-02 18:58:05
RF0000339,O0007625,restaurant_issue,full,886.0,upi,processed,2025-09-03 12:35:26,2025-09-06 12:35:26
RF0000340,O0007652,user_cancel,full,762.0,card,processed,2024-05-23 02:28:07,2024-05-24 02:28:07
RF0000341,O0007704,user_cancel,full,530.0,cash,processed,2025-09-30 11:24:42,2025-10-05 11:24:42
RF0000342,O0007718,delay,partial,364.71,wallet,processed,2023-09-27 02:45:29,2023-09-28 02:45:29
RF0000343,O0007783,user_cancel,partial,538.88,wallet,processed,2024-08-23 20:01:56,2024-08-28 20:01:56
RF0000344,O0007797,delay,partial,387.81,wallet,processed,2025-11-13 03:11:20,2025-11-15 03:11:20
RF0000345,O0007815,user_cancel,partial,89.57,upi,processed,2023-11-22 04:30:04,2023-11-27 04:30:04
RF0000346,O0007838,delay,partial,459.81,wallet,processed!!!,,2024-05-19 21:50:58
RF0000347,O0007848,user_cancel,partial,205.65,upi,processed,2025-09-26 16:12:10,2025-09-28 16:12:10
RF0000348,O0007876,delay,partial,213.43,cash,processed,2022-01-04 15:13:51,2022-01-08 15:13:51
RF0000349,O0007900,user_cancel,full,799.0,upi,processed,2023-12-01 23:18:14,2023-12-02 23:18:14
RF0000350,O0007925,user_cancel,partial,1506.72,card,processed,2024-01-11 09:54:19,2024-01-12 09:54:19
RF0000351,O0007951,delay,partial,896.71,wallet,processed,2024-07-20 05:26:26,2024-07-25 05:26:26
RF0000352,O0007957,delay,full,998.0,cash,processed,2023-05-24 21:32:57,2023-05-25 21:32:57
RF0000353,O0007990,user_cancel,full,1003.0,card,processed,2025-10-08 15:11:17,2025-10-10 15:11:17
RF0000354,O0008023,restaurant_issue,full,-1.0,wallet,processed,2024-05-18 16:08:14,2024-05-23 16:08:14
RF0000355,O0008061,delay ,full,529.0,wallet,pending,,2025-10-14 22:17:30
RF0000356,O0008084,user_cancel,full,1200.0,cash,processed,2024-12-22 10:48:25,2024-12-23 10:48:25
RF0000357,O0008096,user_cancel,partial,458.11,upi!!!,processed,2024-08-20 00:01:18,2024-08-23 00:01:18
RF0000358,O0008110,delay,partial,276.37,wallet,processed,2025-10-23 19:48:05,2025-10-26 19:48:05
RF0000359,O0008117,user_cancel ,full,828.0,card,processed,2024-03-22 03:40:46,2024-03-23 03:40:46
RF0000360,O0008140,restaurant_issue,partial,443.69,cash,processed,2023-03-09 06:52:35,2023-03-10 06:52:35
RF0000361,O0008157,user_cancel,partial,458.68,wallet,processed,2024-05-22 16:18:25,2024-05-26 16:18:25
RF0000362,O0008182,user_cancel,full,383.0,cash,processed,2023-10-12 09:47:35,2023-10-16 09:47:35
RF0000363,O0008208,user_cancel,full,350.0,upi,failed,2024-04-06 03:07:30,2024-04-10 03:07:30
RF0000364,O0008220,restaurant_issue,partial,-1.0,upi,processed,2024-02-02 21:51:48,2024-02-07 21:51:48
RF0000365,O0008240,restaurant_issue,partial,665.64,cash,processed,2024-09-07 09:33:24,2024-09-12 09:33:24
RF0000366,O0008242,restaurant_issue,full,993.0,cash,processed,2024-03-26 13:38:47,2024-03-31 13:38:47
RF0000367,O0008246,user_cancel,partial,438.99,card,processed,2024-08-17 02:12:44,2024-08-19 02:12:44
RF0000368,O0008266,restaurant_issue,full,488.0,wallet,processed,2023-01-21 19:42:07,2023-01-26 19:42:07
RF0000369,O0008282,delay,full,1496.0,upi,processed,2022-10-18 19:27:42,2022-10-23 19:27:42
RF0000370,O0008344,user_cancel,full,1786.0,card,processed,2025-05-23 01:53:30,2025-05-28 01:53:30
RF0000371,O0008419,user_cancel,partial,135.36,card,processed,2025-04-11 05:57:09,2025-04-14 05:57:09
RF0000372,O0008462,delay,full,1800.0,wallet,processed,2024-08-30 22:19:40,2024-09-04 22:19:40
RF0000373,O0008515,user_cancel,full,1628.0,cash,processed,2024-08-03 00:04:02,2024-08-04 00:04:02
RF0000374,O0008520,user_cancel,partial,769.23,card,processed,2025-09-21 15:23:27,2025-09-22 15:23:27
RF0000375,O0008529,user_cancel,partial,962.99,cash,processed,2024-02-08 04:16:58,2024-02-11 04:16:58
RF0000376,O0008573,user_cancel,full,830.0,cash,processed,2024-12-05 01:44:55,2024-12-07 01:44:55
RF0000377,O0008574,delay,full,444.0,cash,processed,2024-05-08 07:03:26,2024-05-09 07:03:26
RF0000378,O0008593,user_cancel,partial,464.04,card,processed,2025-12-24 10:16:42,2025-12-27 10:16:42
RF0000379,O0008611,delay,full,806.0,card,processed,2023-09-06 22:07:32,2023-09-07 22:07:32
RF0000380,O0008635,delay,partial,438.83,wallet,processed,2024-08-14 17:15:06,2024-08-18 17:15:06
RF0000381,O0008636,restaurant_issue,full,386.0,cash,processed,2024-02-10 21:23:28,2024-02-12 21:23:28
RF0000382,O0008653,user_cancel,partial,908.63,card,pending,2025-04-12 08:06:15,2025-04-13 08:06:15
RF0000383,O0008677,restaurant_issue,partial,459.2,card,processed,2025-04-16 15:40:25,2025-04-20 15:40:25
RF0000384,O0008728,restaurant_issue,partial,674.12,cash,processed,2024-02-24 03:28:02,2024-02-25 03:28:02
RF0000385,O0008735,user_cancel,partial,549.81,cash,processed!!!,2023-10-18 22:14:01,2023-10-22 22:14:01
RF0000386,O0008893,user_cancel,partial,987.03,wallet,processed,2023-03-24 20:26:03,2023-03-25 20:26:03
RF0000387,O0008934,delay,full,503.0,wallet,processed,2025-08-30 06:29:26,2025-08-31 06:29:26
RF0000388,O0008943,delay,full,1603.0,cash,processed,2025-01-27 11:37:01,2025-02-01 11:37:01
RF0000389,O0008946,restaurant_issue,partial,392.46,card,processed,2024-07-09 04:30:42,2024-07-14 04:30:42
RF0000390,O0008949,user_cancel,partial,295.63,upi,processed,2024-03-15 01:08:48,2024-03-20 01:08:48
RF0000391,O0008967,delay,full,747.0,upi,failed,2023-05-10 18:34:41,2023-05-15 18:34:41
RF0000392,O0008978,delay,partial,192.44,upi,processed,2025-12-07 15:55:40,2025-12-12 15:55:40
RF0000393,O0009006,user_cancel,partial,177.43,card,processed,2024-07-20 22:14:18,2024-07-21 22:14:18
RF0000394,O0009026,restaurant_issue,partial,566.41,card,processed,2025-12-12 23:44:06,2025-12-13 23:44:06
RF0000395,O0009036,restaurant_issue,full,882.0,wallet,processed,2025-02-05 14:26:43,2025-02-08 14:26:43
RF0000396,O0009045,user_cancel,full,1076.0,upi,processed,2025-10-04 21:58:32,2025-10-06 21:58:32
RF0000397,O0009064,user_cancel,partial,1017.08,card,processed,2024-04-24 14:43:40,2024-04-26 14:43:40
RF0000398,O0009067,user_cancel,full,930.0,upi,processed,2025-08-05 07:46:05,2025-08-09 07:46:05
RF0000399,O0009103,user_cancel,partial,879.77,wallet,pending,2025-05-15 08:59:59,2025-05-18 08:59:59
RF0000400,O0009118,user_cancel,full,1818.0,card,processed,2025-11-10 10:21:29,2025-11-13 10:21:29
RF0000401,O0009120,delay,partial,639.57,upi,processed,2024-09-02 20:33:28,2024-09-03 20:33:28
RF0000402,O0009153,restaurant_issue,full,538.0,card,processed,2023-05-21 04:45:11,2023-05-22 04:45:11
RF0000403,O0009154,user_cancel,full,249.0,card,processed,,2025-08-10 05:53:56
RF0000404,O0009167,user_cancel,partial,123.99,wallet,pending,2023-07-19 11:22:22,2023-07-23 11:22:22
RF0000405,O0009180,user_cancel,full,660.0,card,processed,2025-09-10 10:03:32,2025-09-15 10:03:32
RF0000406,O0009222,delay,partial,1015.24,upi,processed,2025-04-14 22:53:55,2025-04-16 22:53:55
RF0000407,O0009247,delay,full,885.0,upi,processed,2021-07-18 21:49:54,2021-07-23 21:49:54
RF0000408,O0009267,delay,partial,324.78,wallet,failed,,2024-12-22 21:19:29
RF0000409,O0009269,user_cancel,partial,1540.72,card,processed,2025-02-12 23:38:11,2025-02-13 23:38:11
RF0000410,O0009284,restaurant_issue,full,1734.0,wallet,processed,2025-10-05 15:03:08,2025-10-09 15:03:08
RF0000411,O0009292,user_cancel,partial,623.3,wallet,processed,2025-01-07 12:44:04,2025-01-11 12:44:04
RF0000412,O0009321,user_cancel,full,510.0,upi,processed,2025-08-17 06:51:14,2025-08-19 06:51:14
RF0000413,O0009327,delay,partial,274.92,card,processed!!!,2025-12-11 08:33:34,2025-12-12 08:33:34
RF0000414,O0009331,restaurant_issue,full,1811.0,card,processed,2025-01-10 22:04:21,2025-01-11 22:04:21
RF0000415,O0009345,restaurant_issue,full,984.0,upi,processed,2024-09-23 11:37:31,2024-09-25 11:37:31
RF0000416,O0009349,user_cancel,partial,435.22,cash,processed,2024-10-19 03:35:16,2024-10-20 03:35:16
RF0000417,O0009350,user_cancel,partial,387.2,card,processed,2025-04-23 06:21:21,2025-04-25 06:21:21
RF0000418,O0009366,user_cancel,full,630.0,wallet,processed,2025-06-09 09:38:34,2025-06-14 09:38:34
RF0000419,O0009503,restaurant_issue,partial,552.45,card,processed,2022-01-21 16:59:30,2022-01-25 16:59:30
RF0000420,O0009509,delay,full,923.0,card,failed,2024-06-18 00:21:23,2024-06-20 00:21:23
RF0000421,O0009556,user_cancel,partial,523.08,cash,processed,2023-08-07 19:14:38,2023-08-12 19:14:38
RF0000422,O0009578,user_cancel,partial,965.54,cash,pending,2025-08-22 04:58:32,2025-08-26 04:58:32
RF0000423,O0009591,delay,full,559.0,wallet,processed,2023-08-31 02:24:16,2023-09-01 02:24:16
RF0000424,O0009602,restaurant_issue,partial,316.77,cash,processed,2025-04-24 16:43:16,2025-04-25 16:43:16
RF0000425,O0009650,restaurant_issue,partial,215.57,card,processed,2024-02-19 11:28:28,2024-02-21 11:28:28
RF0000426,O0009653,delay,partial,491.95,cash!!!,processed,2024-12-26 03:18:21,2024-12-27 03:18:21
RF0000427,O0009667,restaurant_issue,partial,871.04,wallet,processed,2024-10-25 18:58:17,2024-10-27 18:58:17
RF0000428,O0009687,restaurant_issue,partial,458.25,wallet,processed,2024-12-27 14:06:01,2024-12-30 14:06:01
RF0000429,O0009714,restaurant_issue,full,1733.0,cash,processed,2025-11-22 15:42:30,2025-11-25 15:42:30
RF0000430,O0009762,user_cancel,partial,464.47,wallet,pending,2025-05-29 15:45:04,2025-05-30 15:45:04
RF0000431,O0009815,delay,full,479.0,card,processed,2024-09-14 06:44:39,2024-09-17 06:44:39
RF0000432,O0009822,user_cancel,full,268.0,cash,processed,2024-11-28 06:00:49,2024-12-03 06:00:49
RF0000433,O0009829,user_cancel,full,1230.0,cash,processed,2025-09-09 20:36:30,2025-09-11 20:36:30
RF0000434,O0009838,user_cancel,partial,731.18,wallet,processed,2024-04-18 20:00:10,2024-04-19 20:00:10
RF0000435,O0009853,restaurant_issue,partial,119.09,cash,failed,2025-05-25 02:21:18,2025-05-27 02:21:18
RF0000436,O0009876,restaurant_issue,partial,217.62,cash,processed,2025-10-27 00:25:35,2025-10-28 00:25:35
RF0000437,O0009921,delay,partial,1196.17,card,processed,2025-01-06 21:13:57,2025-01-08 21:13:57
RF0000438,O0009937,user_cancel,partial,472.52,wallet,processed,2024-05-19 18:15:45,2024-05-24 18:15:45
RF0000439,O0009955,user_cancel,full,461.0,cash,processed,2025-11-09 22:58:41,2025-11-14 22:58:41
RF0000440,O0009989,delay,partial,569.04,cash,processed,2024-03-24 12:26:55,2024-03-29 12:26:55
RF0000441,O0010025,delay,full,1846.0,upi!!!,processed,2024-01-15 13:11:12,2024-01-16 13:11:12
RF0000442,O0010070,restaurant_issue,partial,362.55,cash,processed,2022-12-02 18:59:27,2022-12-06 18:59:27
RF0000443,O0010080,restaurant_issue,partial,911.63,upi,processed,2024-08-02 16:42:08,2024-08-07 16:42:08
RF0000444,O0010084,delay ,partial,344.31,upi,processed,2024-08-20 19:13:27,2024-08-24 19:13:27
RF0000445,O0010092,delay,full,918.0,cash,processed,2025-11-03 06:30:45,2025-11-07 06:30:45
RF0000446,O0010101,user_cancel,partial,517.87,upi,processed!!!,2024-01-12 03:23:30,2024-01-15 03:23:30
RF0000447,O0010126,restaurant_issue,full,1334.0,wallet,processed,2025-10-16 19:49:16,2025-10-19 19:49:16
RF0000448,O0010132,user_cancel,full,584.0,cash!!!,processed,2023-09-02 01:00:59,2023-09-06 01:00:59
RF0000449,O0010161,delay,partial,1028.33,cash,processed,2025-04-10 06:22:35,2025-04-14 06:22:35
RF0000450,O0010228,user_cancel,full,526.0,upi,processed,2023-09-07 07:54:41,2023-09-11 07:54:41
RF0000451,O0010265,restaurant_issue,partial,-1.0,cash,processed,2025-09-27 10:53:11,2025-10-01 10:53:11
RF0000452,O0010266,user_cancel,full,963.0,wallet,failed,2025-12-11 18:07:28,2025-12-15 18:07:28
RF0000453,O0010272,user_cancel,full,855.0,cash,processed,2025-10-26 05:59:24,2025-10-30 05:59:24
RF0000454,O0010286,user_cancel,partial,561.24,upi!!!,processed,2022-12-19 21:45:12,2022-12-21 21:45:12
RF0000455,O0010318,restaurant_issue,partial,737.73,wallet,processed,2025-01-28 04:46:54,2025-01-31 04:46:54
